work_id,unit_id,collection,format,status,error,n_parts_raw,n_parts_kept,collapse_ratio,n_events,n_rests,seconds
kern-bach-370-chorales-chor227,kern-bach-370-chorales-chor227--chor227,kern/bach-370-chorales,kern,ok,,4,4,0.0,320,20,0.1
kern-bach-370-chorales-chor228,kern-bach-370-chorales-chor228--chor228,kern/bach-370-chorales,kern,ok,,4,4,0.0,102,0,0.0
kern-bach-370-chorales-chor229,kern-bach-370-chorales-chor229--chor229,kern/bach-370-chorales,kern,ok,,4,4,0.0,352,0,0.0
kern-bach-370-chorales-chor230,kern-bach-370-chorales-chor230--chor230,kern/bach-370-chorales,kern,ok,,4,4,0.0,207,0,0.0
kern-bach-370-chorales-chor231,kern-bach-370-chorales-chor231--chor231,kern/bach-370-chorales,kern,ok,,4,4,0.0,190,20,0.0
kern-bach-370-chorales-chor232,kern-bach-370-chorales-chor232--chor232,kern/bach-370-chorales,kern,ok,,4,4,0.0,206,0,0.0
kern-bach-370-chorales-chor233,kern-bach-370-chorales-chor233--chor233,kern/bach-370-chorales,kern,ok,,4,4,0.0,203,0,0.0
kern-bach-370-chorales-chor234,kern-bach-370-chorales-chor234--chor234,kern/bach-370-chorales,kern,ok,,4,4,0.0,378,0,0.0
kern-bach-370-chorales-chor235,kern-bach-370-chorales-chor235--chor235,kern/bach-370-chorales,kern,ok,,4,4,0.0,286,8,0.1
kern-bach-370-chorales-chor236,kern-bach-370-chorales-chor236--chor236,kern/bach-370-chorales,kern,ok,,4,4,0.0,154,0,0.0
kern-bach-370-chorales-chor237,kern-bach-370-chorales-chor237--chor237,kern/bach-370-chorales,kern,ok,,4,4,0.0,288,0,0.0
kern-bach-370-chorales-chor238,kern-bach-370-chorales-chor238--chor238,kern/bach-370-chorales,kern,ok,,4,4,0.0,166,0,0.0
kern-bach-370-chorales-chor239,kern-bach-370-chorales-chor239--chor239,kern/bach-370-chorales,kern,ok,,4,4,0.0,249,0,0.0
kern-bach-370-chorales-chor240,kern-bach-370-chorales-chor240--chor240,kern/bach-370-chorales,kern,ok,,4,4,0.0,127,4,0.1
kern-bach-370-chorales-chor241,kern-bach-370-chorales-chor241--chor241,kern/bach-370-chorales,kern,ok,,4,4,0.0,517,24,0.0
kern-bach-370-chorales-chor242,kern-bach-370-chorales-chor242--chor242,kern/bach-370-chorales,kern,ok,,4,4,0.0,216,0,0.0
kern-bach-370-chorales-chor243,kern-bach-370-chorales-chor243--chor243,kern/bach-370-chorales,kern,ok,,4,4,0.0,215,0,0.0
kern-bach-370-chorales-chor244,kern-bach-370-chorales-chor244--chor244,kern/bach-370-chorales,kern,ok,,4,4,0.0,287,0,0.0
kern-bach-370-chorales-chor245,kern-bach-370-chorales-chor245--chor245,kern/bach-370-chorales,kern,ok,,4,4,0.0,180,0,0.0
kern-bach-370-chorales-chor246,kern-bach-370-chorales-chor246--chor246,kern/bach-370-chorales,kern,ok,,4,4,0.0,253,0,0.0
kern-bach-370-chorales-chor247,kern-bach-370-chorales-chor247--chor247,kern/bach-370-chorales,kern,ok,,4,4,0.0,177,0,0.1
kern-bach-370-chorales-chor248,kern-bach-370-chorales-chor248--chor248,kern/bach-370-chorales,kern,ok,,4,4,0.0,204,0,0.0
kern-bach-370-chorales-chor249,kern-bach-370-chorales-chor249--chor249,kern/bach-370-chorales,kern,ok,,4,4,0.0,216,0,0.0
kern-bach-370-chorales-chor250,kern-bach-370-chorales-chor250--chor250,kern/bach-370-chorales,kern,ok,,4,4,0.0,240,0,0.0
kern-bach-370-chorales-chor251,kern-bach-370-chorales-chor251--chor251,kern/bach-370-chorales,kern,ok,,4,4,0.0,203,0,0.0
kern-bach-370-chorales-chor252,kern-bach-370-chorales-chor252--chor252,kern/bach-370-chorales,kern,ok,,4,4,0.0,458,0,0.0
kern-bach-370-chorales-chor253,kern-bach-370-chorales-chor253--chor253,kern/bach-370-chorales,kern,ok,,4,4,0.0,255,12,0.0
kern-bach-370-chorales-chor254,kern-bach-370-chorales-chor254--chor254,kern/bach-370-chorales,kern,ok,,4,4,0.0,216,0,0.0
kern-bach-370-chorales-chor255,kern-bach-370-chorales-chor255--chor255,kern/bach-370-chorales,kern,ok,,4,4,0.0,248,4,0.0
kern-bach-370-chorales-chor256,kern-bach-370-chorales-chor256--chor256,kern/bach-370-chorales,kern,ok,,4,4,0.0,221,0,0.0
kern-bach-370-chorales-chor257,kern-bach-370-chorales-chor257--chor257,kern/bach-370-chorales,kern,ok,,4,4,0.0,150,0,0.1
kern-bach-370-chorales-chor258,kern-bach-370-chorales-chor258--chor258,kern/bach-370-chorales,kern,ok,,4,4,0.0,248,24,0.0
kern-bach-370-chorales-chor259,kern-bach-370-chorales-chor259--chor259,kern/bach-370-chorales,kern,ok,,4,4,0.0,470,0,0.0
kern-bach-370-chorales-chor260,kern-bach-370-chorales-chor260--chor260,kern/bach-370-chorales,kern,ok,,4,4,0.0,194,0,0.0
kern-bach-370-chorales-chor261,kern-bach-370-chorales-chor261--chor261,kern/bach-370-chorales,kern,ok,,4,4,0.0,199,4,0.0
kern-bach-370-chorales-chor262,kern-bach-370-chorales-chor262--chor262,kern/bach-370-chorales,kern,ok,,4,4,0.0,190,0,0.0
kern-bach-370-chorales-chor263,kern-bach-370-chorales-chor263--chor263,kern/bach-370-chorales,kern,ok,,4,4,0.0,190,0,0.0
kern-bach-370-chorales-chor264,kern-bach-370-chorales-chor264--chor264,kern/bach-370-chorales,kern,ok,,4,4,0.0,221,0,0.0
kern-bach-370-chorales-chor265,kern-bach-370-chorales-chor265--chor265,kern/bach-370-chorales,kern,ok,,4,4,0.0,255,0,0.1
kern-bach-370-chorales-chor266,kern-bach-370-chorales-chor266--chor266,kern/bach-370-chorales,kern,ok,,4,4,0.0,202,0,0.0
kern-bach-370-chorales-chor267,kern-bach-370-chorales-chor267--chor267,kern/bach-370-chorales,kern,ok,,4,4,0.0,233,0,0.0
kern-bach-370-chorales-chor268,kern-bach-370-chorales-chor268--chor268,kern/bach-370-chorales,kern,ok,,4,4,0.0,369,0,0.1
kern-bach-370-chorales-chor269,kern-bach-370-chorales-chor269--chor269,kern/bach-370-chorales,kern,ok,,4,4,0.0,235,0,0.0
kern-bach-370-chorales-chor270,kern-bach-370-chorales-chor270--chor270,kern/bach-370-chorales,kern,ok,,4,4,0.0,215,4,0.0
kern-bach-370-chorales-chor271,kern-bach-370-chorales-chor271--chor271,kern/bach-370-chorales,kern,ok,,4,4,0.0,253,8,0.0
kern-bach-370-chorales-chor272,kern-bach-370-chorales-chor272--chor272,kern/bach-370-chorales,kern,ok,,4,4,0.0,279,0,0.0
kern-bach-370-chorales-chor273,kern-bach-370-chorales-chor273--chor273,kern/bach-370-chorales,kern,ok,,4,4,0.0,247,0,0.0
kern-bach-370-chorales-chor274,kern-bach-370-chorales-chor274--chor274,kern/bach-370-chorales,kern,ok,,4,4,0.0,208,0,0.0
kern-bach-370-chorales-chor275,kern-bach-370-chorales-chor275--chor275,kern/bach-370-chorales,kern,ok,,4,4,0.0,199,0,0.1
kern-bach-370-chorales-chor276,kern-bach-370-chorales-chor276--chor276,kern/bach-370-chorales,kern,ok,,4,4,0.0,188,0,0.1
kern-bach-370-chorales-chor277,kern-bach-370-chorales-chor277--chor277,kern/bach-370-chorales,kern,ok,,4,4,0.0,405,0,0.0
kern-bach-370-chorales-chor278,kern-bach-370-chorales-chor278--chor278,kern/bach-370-chorales,kern,ok,,4,4,0.0,219,0,0.0
kern-bach-370-chorales-chor279,kern-bach-370-chorales-chor279--chor279,kern/bach-370-chorales,kern,ok,,4,4,0.0,156,0,0.0
kern-bach-370-chorales-chor280,kern-bach-370-chorales-chor280--chor280,kern/bach-370-chorales,kern,ok,,4,4,0.0,379,2,0.0
kern-bach-370-chorales-chor281,kern-bach-370-chorales-chor281--chor281,kern/bach-370-chorales,kern,ok,,4,4,0.0,193,0,0.0
kern-bach-370-chorales-chor282,kern-bach-370-chorales-chor282--chor282,kern/bach-370-chorales,kern,ok,,4,4,0.0,216,0,0.0
kern-bach-370-chorales-chor283,kern-bach-370-chorales-chor283--chor283,kern/bach-370-chorales,kern,ok,,4,4,0.0,283,18,0.0
kern-bach-370-chorales-chor284,kern-bach-370-chorales-chor284--chor284,kern/bach-370-chorales,kern,ok,,4,4,0.0,242,0,0.0
kern-bach-370-chorales-chor285,kern-bach-370-chorales-chor285--chor285,kern/bach-370-chorales,kern,ok,,4,4,0.0,202,0,0.0
kern-bach-370-chorales-chor286,kern-bach-370-chorales-chor286--chor286,kern/bach-370-chorales,kern,ok,,4,4,0.0,206,0,0.0
kern-bach-370-chorales-chor287,kern-bach-370-chorales-chor287--chor287,kern/bach-370-chorales,kern,ok,,4,4,0.0,149,0,0.0
kern-bach-370-chorales-chor288,kern-bach-370-chorales-chor288--chor288,kern/bach-370-chorales,kern,ok,,4,4,0.0,188,0,0.0
kern-bach-370-chorales-chor289,kern-bach-370-chorales-chor289--chor289,kern/bach-370-chorales,kern,ok,,4,4,0.0,213,4,0.1
kern-bach-370-chorales-chor290,kern-bach-370-chorales-chor290--chor290,kern/bach-370-chorales,kern,ok,,4,4,0.0,214,0,0.0
kern-bach-370-chorales-chor291,kern-bach-370-chorales-chor291--chor291,kern/bach-370-chorales,kern,ok,,4,4,0.0,239,0,0.0
kern-bach-370-chorales-chor292,kern-bach-370-chorales-chor292--chor292,kern/bach-370-chorales,kern,ok,,4,4,0.0,207,0,0.0
kern-bach-370-chorales-chor293,kern-bach-370-chorales-chor293--chor293,kern/bach-370-chorales,kern,ok,,4,4,0.0,170,0,0.0
kern-bach-370-chorales-chor294,kern-bach-370-chorales-chor294--chor294,kern/bach-370-chorales,kern,ok,,4,4,0.0,209,0,0.0
kern-bach-370-chorales-chor295,kern-bach-370-chorales-chor295--chor295,kern/bach-370-chorales,kern,ok,,4,4,0.0,156,0,0.0
kern-bach-370-chorales-chor296,kern-bach-370-chorales-chor296--chor296,kern/bach-370-chorales,kern,ok,,4,4,0.0,350,0,0.0
kern-bach-370-chorales-chor297,kern-bach-370-chorales-chor297--chor297,kern/bach-370-chorales,kern,ok,,4,4,0.0,282,0,0.0
kern-bach-370-chorales-chor298,kern-bach-370-chorales-chor298--chor298,kern/bach-370-chorales,kern,ok,,4,4,0.0,209,0,0.0
kern-bach-370-chorales-chor299,kern-bach-370-chorales-chor299--chor299,kern/bach-370-chorales,kern,ok,,4,4,0.0,259,0,0.0
kern-bach-370-chorales-chor300,kern-bach-370-chorales-chor300--chor300,kern/bach-370-chorales,kern,ok,,4,4,0.0,179,0,0.0
kern-bach-370-chorales-chor301,kern-bach-370-chorales-chor301--chor301,kern/bach-370-chorales,kern,ok,,4,4,0.0,209,0,0.0
kern-bach-370-chorales-chor302,kern-bach-370-chorales-chor302--chor302,kern/bach-370-chorales,kern,ok,,4,4,0.0,230,0,0.0
kern-bach-370-chorales-chor303,kern-bach-370-chorales-chor303--chor303,kern/bach-370-chorales,kern,ok,,4,4,0.0,156,0,0.0
kern-bach-370-chorales-chor304,kern-bach-370-chorales-chor304--chor304,kern/bach-370-chorales,kern,ok,,4,4,0.0,198,0,0.1
kern-bach-370-chorales-chor305,kern-bach-370-chorales-chor305--chor305,kern/bach-370-chorales,kern,ok,,4,4,0.0,236,0,0.0
kern-bach-370-chorales-chor306,kern-bach-370-chorales-chor306--chor306,kern/bach-370-chorales,kern,ok,,4,4,0.0,341,0,0.1
kern-bach-370-chorales-chor307,kern-bach-370-chorales-chor307--chor307,kern/bach-370-chorales,kern,ok,,4,4,0.0,311,0,0.0
kern-bach-370-chorales-chor308,kern-bach-370-chorales-chor308--chor308,kern/bach-370-chorales,kern,ok,,4,4,0.0,166,0,0.0
kern-bach-370-chorales-chor309,kern-bach-370-chorales-chor309--chor309,kern/bach-370-chorales,kern,ok,,4,4,0.0,332,0,0.0
kern-bach-370-chorales-chor310,kern-bach-370-chorales-chor310--chor310,kern/bach-370-chorales,kern,ok,,4,4,0.0,152,0,0.0
kern-bach-370-chorales-chor311,kern-bach-370-chorales-chor311--chor311,kern/bach-370-chorales,kern,ok,,4,4,0.0,202,0,0.0
kern-bach-370-chorales-chor312,kern-bach-370-chorales-chor312--chor312,kern/bach-370-chorales,kern,ok,,4,4,0.0,259,20,0.0
kern-bach-370-chorales-chor313,kern-bach-370-chorales-chor313--chor313,kern/bach-370-chorales,kern,ok,,4,4,0.0,209,0,0.0
kern-bach-370-chorales-chor314,kern-bach-370-chorales-chor314--chor314,kern/bach-370-chorales,kern,ok,,4,4,0.0,218,0,0.0
kern-bach-370-chorales-chor315,kern-bach-370-chorales-chor315--chor315,kern/bach-370-chorales,kern,ok,,4,4,0.0,196,0,0.0
kern-bach-370-chorales-chor316,kern-bach-370-chorales-chor316--chor316,kern/bach-370-chorales,kern,ok,,4,4,0.0,149,15,0.0
kern-bach-370-chorales-chor317,kern-bach-370-chorales-chor317--chor317,kern/bach-370-chorales,kern,ok,,4,4,0.0,200,0,0.0
kern-bach-370-chorales-chor318,kern-bach-370-chorales-chor318--chor318,kern/bach-370-chorales,kern,ok,,4,4,0.0,202,20,0.0
kern-bach-370-chorales-chor319,kern-bach-370-chorales-chor319--chor319,kern/bach-370-chorales,kern,ok,,4,4,0.0,285,8,0.0
kern-bach-370-chorales-chor320,kern-bach-370-chorales-chor320--chor320,kern/bach-370-chorales,kern,ok,,4,4,0.0,99,0,0.0
kern-bach-370-chorales-chor321,kern-bach-370-chorales-chor321--chor321,kern/bach-370-chorales,kern,ok,,4,4,0.0,204,0,0.0
kern-bach-370-chorales-chor322,kern-bach-370-chorales-chor322--chor322,kern/bach-370-chorales,kern,ok,,4,4,0.0,274,0,0.1
kern-bach-370-chorales-chor323,kern-bach-370-chorales-chor323--chor323,kern/bach-370-chorales,kern,ok,,4,4,0.0,250,4,0.0
kern-bach-370-chorales-chor324,kern-bach-370-chorales-chor324--chor324,kern/bach-370-chorales,kern,ok,,4,4,0.0,195,0,0.0
kern-bach-370-chorales-chor325,kern-bach-370-chorales-chor325--chor325,kern/bach-370-chorales,kern,ok,,4,4,0.0,202,0,0.0
kern-bach-370-chorales-chor326,kern-bach-370-chorales-chor326--chor326,kern/bach-370-chorales,kern,ok,,4,4,0.0,201,0,0.0
kern-bach-370-chorales-chor327,kern-bach-370-chorales-chor327--chor327,kern/bach-370-chorales,kern,ok,,4,4,0.0,249,0,0.0
kern-bach-370-chorales-chor328,kern-bach-370-chorales-chor328--chor328,kern/bach-370-chorales,kern,ok,,4,4,0.0,155,0,0.0
kern-bach-370-chorales-chor329,kern-bach-370-chorales-chor329--chor329,kern/bach-370-chorales,kern,ok,,4,4,0.0,227,0,0.1
kern-bach-370-chorales-chor330,kern-bach-370-chorales-chor330--chor330,kern/bach-370-chorales,kern,ok,,4,4,0.0,206,0,0.0
kern-bach-370-chorales-chor331,kern-bach-370-chorales-chor331--chor331,kern/bach-370-chorales,kern,ok,,4,4,0.0,195,0,0.0
kern-bach-370-chorales-chor332,kern-bach-370-chorales-chor332--chor332,kern/bach-370-chorales,kern,ok,,4,4,0.0,274,0,0.0
kern-bach-370-chorales-chor333,kern-bach-370-chorales-chor333--chor333,kern/bach-370-chorales,kern,ok,,4,4,0.0,295,4,0.0
kern-bach-370-chorales-chor334,kern-bach-370-chorales-chor334--chor334,kern/bach-370-chorales,kern,ok,,4,4,0.0,149,0,0.0
kern-bach-370-chorales-chor335,kern-bach-370-chorales-chor335--chor335,kern/bach-370-chorales,kern,ok,,4,4,0.0,214,0,0.0
kern-bach-370-chorales-chor336,kern-bach-370-chorales-chor336--chor336,kern/bach-370-chorales,kern,ok,,4,4,0.0,191,0,0.0
kern-bach-370-chorales-chor337,kern-bach-370-chorales-chor337--chor337,kern/bach-370-chorales,kern,ok,,4,4,0.0,275,0,0.0
kern-bach-370-chorales-chor338,kern-bach-370-chorales-chor338--chor338,kern/bach-370-chorales,kern,ok,,4,4,0.0,138,0,0.0
kern-bach-370-chorales-chor339,kern-bach-370-chorales-chor339--chor339,kern/bach-370-chorales,kern,ok,,4,4,0.0,178,0,0.1
kern-bach-370-chorales-chor340,kern-bach-370-chorales-chor340--chor340,kern/bach-370-chorales,kern,ok,,4,4,0.0,192,0,0.0
kern-bach-370-chorales-chor341,kern-bach-370-chorales-chor341--chor341,kern/bach-370-chorales,kern,ok,,4,4,0.0,304,0,0.0
kern-bach-370-chorales-chor342,kern-bach-370-chorales-chor342--chor342,kern/bach-370-chorales,kern,ok,,4,4,0.0,182,0,0.0
kern-bach-370-chorales-chor343,kern-bach-370-chorales-chor343--chor343,kern/bach-370-chorales,kern,ok,,4,4,0.0,261,0,0.0
kern-bach-370-chorales-chor344,kern-bach-370-chorales-chor344--chor344,kern/bach-370-chorales,kern,ok,,4,4,0.0,178,0,0.0
kern-bach-370-chorales-chor345,kern-bach-370-chorales-chor345--chor345,kern/bach-370-chorales,kern,ok,,4,4,0.0,219,0,0.0
kern-bach-370-chorales-chor346,kern-bach-370-chorales-chor346--chor346,kern/bach-370-chorales,kern,ok,,4,4,0.0,268,0,0.0
kern-bach-370-chorales-chor347,kern-bach-370-chorales-chor347--chor347,kern/bach-370-chorales,kern,ok,,4,4,0.0,199,0,0.0
kern-bach-370-chorales-chor348,kern-bach-370-chorales-chor348--chor348,kern/bach-370-chorales,kern,ok,,4,4,0.0,224,0,0.0
kern-bach-370-chorales-chor349,kern-bach-370-chorales-chor349--chor349,kern/bach-370-chorales,kern,ok,,4,4,0.0,247,0,0.0
kern-bach-370-chorales-chor350,kern-bach-370-chorales-chor350--chor350,kern/bach-370-chorales,kern,ok,,4,4,0.0,199,0,0.0
kern-bach-370-chorales-chor351,kern-bach-370-chorales-chor351--chor351,kern/bach-370-chorales,kern,ok,,4,4,0.0,296,0,0.0
kern-bach-370-chorales-chor352,kern-bach-370-chorales-chor352--chor352,kern/bach-370-chorales,kern,ok,,4,4,0.0,321,4,0.0
kern-bach-370-chorales-chor353,kern-bach-370-chorales-chor353--chor353,kern/bach-370-chorales,kern,ok,,4,4,0.0,212,0,0.0
kern-bach-370-chorales-chor354,kern-bach-370-chorales-chor354--chor354,kern/bach-370-chorales,kern,ok,,4,4,0.0,205,0,0.0
kern-bach-370-chorales-chor355,kern-bach-370-chorales-chor355--chor355,kern/bach-370-chorales,kern,ok,,4,4,0.0,208,0,0.0
kern-bach-370-chorales-chor356,kern-bach-370-chorales-chor356--chor356,kern/bach-370-chorales,kern,ok,,4,4,0.0,201,0,0.0
kern-bach-370-chorales-chor357,kern-bach-370-chorales-chor357--chor357,kern/bach-370-chorales,kern,ok,,4,4,0.0,215,0,0.0
kern-bach-370-chorales-chor358,kern-bach-370-chorales-chor358--chor358,kern/bach-370-chorales,kern,ok,,4,4,0.0,203,2,0.0
kern-bach-370-chorales-chor359,kern-bach-370-chorales-chor359--chor359,kern/bach-370-chorales,kern,ok,,4,4,0.0,295,20,0.0
kern-bach-370-chorales-chor360,kern-bach-370-chorales-chor360--chor360,kern/bach-370-chorales,kern,ok,,4,4,0.0,238,0,0.0
kern-bach-370-chorales-chor361,kern-bach-370-chorales-chor361--chor361,kern/bach-370-chorales,kern,ok,,4,4,0.0,241,0,0.0
kern-bach-370-chorales-chor362,kern-bach-370-chorales-chor362--chor362,kern/bach-370-chorales,kern,ok,,4,4,0.0,208,0,0.0
kern-bach-370-chorales-chor363,kern-bach-370-chorales-chor363--chor363,kern/bach-370-chorales,kern,ok,,4,4,0.0,211,0,0.0
kern-bach-370-chorales-chor364,kern-bach-370-chorales-chor364--chor364,kern/bach-370-chorales,kern,ok,,4,4,0.0,238,0,0.1
kern-bach-370-chorales-chor365,kern-bach-370-chorales-chor365--chor365,kern/bach-370-chorales,kern,ok,,4,4,0.0,205,0,0.0
kern-bach-370-chorales-chor366,kern-bach-370-chorales-chor366--chor366,kern/bach-370-chorales,kern,ok,,4,4,0.0,243,4,0.0
kern-bach-370-chorales-chor367,kern-bach-370-chorales-chor367--chor367,kern/bach-370-chorales,kern,ok,,4,4,0.0,201,0,0.0
kern-bach-370-chorales-chor368,kern-bach-370-chorales-chor368--chor368,kern/bach-370-chorales,kern,ok,,4,4,0.0,193,0,0.0
kern-bach-370-chorales-chor369,kern-bach-370-chorales-chor369--chor369,kern/bach-370-chorales,kern,ok,,4,4,0.0,235,0,0.0
kern-bach-370-chorales-chor370,kern-bach-370-chorales-chor370--chor370,kern/bach-370-chorales,kern,ok,,4,4,0.0,256,0,0.0
kern-bach-370-chorales-chor371,kern-bach-370-chorales-chor371--chor371,kern/bach-370-chorales,kern,ok,,4,4,0.0,248,4,0.1
kern-bach-musical-offering-offering,kern-bach-musical-offering-offering--offering-001,kern/bach-musical-offering,kern,ok,,3,3,0.0,2320,209,0.4
kern-bach-musical-offering-offering,kern-bach-musical-offering-offering--offering-002,kern/bach-musical-offering,kern,ok,,6,6,0.0,2692,391,0.3
kern-bach-musical-offering-offering-013a,kern-bach-musical-offering-offering-013a--offering-013a,kern/bach-musical-offering,kern,ok,,3,3,0.0,888,49,0.1
kern-bach-musical-offering-offering-013b,kern-bach-musical-offering-offering-013b--offering-013b,kern/bach-musical-offering,kern,ok,,3,3,0.0,2449,128,0.6
kern-bach-musical-offering-offering-013c,kern-bach-musical-offering-offering-013c--offering-013c,kern/bach-musical-offering,kern,ok,,3,3,0.0,762,156,0.1
kern-bach-musical-offering-offering-013d,kern-bach-musical-offering-offering-013d--offering-013d,kern/bach-musical-offering,kern,ok,,3,3,0.0,1741,107,0.3
kern-bach-wtc-wtc1-01,kern-bach-wtc-wtc1-01--wtc1f01,kern/bach-wtc,kern,ok,,4,4,0.0,739,61,0.1
kern-bach-wtc-wtc1-01,kern-bach-wtc-wtc1-01--wtc1p01,kern/bach-wtc,kern,ok,,1,1,0.0,67,0,0.0
kern-bach-wtc-wtc1-02,kern-bach-wtc-wtc1-02--wtc1f02,kern/bach-wtc,kern,ok,,3,3,0.0,747,66,0.1
kern-bach-wtc-wtc1-02,kern-bach-wtc-wtc1-02--wtc1p02,kern/bach-wtc,kern,ok,,1,1,0.0,1012,9,0.1
kern-bach-wtc-wtc1-03,kern-bach-wtc-wtc1-03--wtc1f03,kern/bach-wtc,kern,ok,,3,3,0.0,1414,102,0.2
kern-bach-wtc-wtc1-03,kern-bach-wtc-wtc1-03--wtc1p03,kern/bach-wtc,kern,ok,,1,1,0.0,805,73,0.1
kern-bach-wtc-wtc1-04,kern-bach-wtc-wtc1-04--wtc1f04,kern/bach-wtc,kern,ok,,5,5,0.0,1326,190,0.2
kern-bach-wtc-wtc1-04,kern-bach-wtc-wtc1-04--wtc1p04,kern/bach-wtc,kern,ok,,4,4,0.0,673,69,0.1
kern-bach-wtc-wtc1-05,kern-bach-wtc-wtc1-05--wtc1f05,kern/bach-wtc,kern,ok,,4,4,0.0,779,60,0.1
kern-bach-wtc-wtc1-05,kern-bach-wtc-wtc1-05--wtc1p05,kern/bach-wtc,kern,ok,,1,1,0.0,587,117,0.1
kern-bach-wtc-wtc1-06,kern-bach-wtc-wtc1-06--wtc1f06,kern/bach-wtc,kern,ok,,3,3,0.0,706,43,0.1
kern-bach-wtc-wtc1-06,kern-bach-wtc-wtc1-06--wtc1p06,kern/bach-wtc,kern,ok,,1,1,0.0,612,10,0.2
kern-bach-wtc-wtc1-07,kern-bach-wtc-wtc1-07--wtc1f07,kern/bach-wtc,kern,ok,,3,3,0.0,900,79,0.1
kern-bach-wtc-wtc1-07,kern-bach-wtc-wtc1-07--wtc1p07,kern/bach-wtc,kern,ok,,1,1,0.0,303,22,0.2
kern-bach-wtc-wtc1-08,kern-bach-wtc-wtc1-08--wtc1f08,kern/bach-wtc,kern,ok,,3,3,0.0,1385,28,0.2
kern-bach-wtc-wtc1-08,kern-bach-wtc-wtc1-08--wtc1p08,kern/bach-wtc,kern,ok,,1,1,0.0,244,37,0.0
kern-bach-wtc-wtc1-09,kern-bach-wtc-wtc1-09--wtc1f09,kern/bach-wtc,kern,ok,,3,3,0.0,733,52,0.1
kern-bach-wtc-wtc1-09,kern-bach-wtc-wtc1-09--wtc1p09,kern/bach-wtc,kern,ok,,1,1,0.0,125,3,0.0
kern-bach-wtc-wtc1-10,kern-bach-wtc-wtc1-10--wtc1f10,kern/bach-wtc,kern,ok,,2,2,0.0,810,24,0.1
kern-bach-wtc-wtc1-10,kern-bach-wtc-wtc1-10--wtc1p10,kern/bach-wtc,kern,ok,,1,1,0.0,742,8,0.2
kern-bach-wtc-wtc1-11,kern-bach-wtc-wtc1-11--wtc1f11,kern/bach-wtc,kern,ok,,3,3,0.0,670,58,0.1
kern-bach-wtc-wtc1-11,kern-bach-wtc-wtc1-11--wtc1p11,kern/bach-wtc,kern,ok,,2,2,0.0,573,11,0.0
kern-bach-wtc-wtc1-12,kern-bach-wtc-wtc1-12--wtc1f12,kern/bach-wtc,kern,ok,,4,4,0.0,1319,161,0.2
kern-bach-wtc-wtc1-12,kern-bach-wtc-wtc1-12--wtc1p12,kern/bach-wtc,kern,ok,,1,1,0.0,86,1,0.0
kern-bach-wtc-wtc1-13,kern-bach-wtc-wtc1-13--wtc1f13,kern/bach-wtc,kern,ok,,3,3,0.0,858,58,0.1
kern-bach-wtc-wtc1-13,kern-bach-wtc-wtc1-13--wtc1p13,kern/bach-wtc,kern,ok,,1,1,0.0,414,5,0.0
kern-bach-wtc-wtc1-14,kern-bach-wtc-wtc1-14--wtc1f14,kern/bach-wtc,kern,ok,,4,4,0.0,811,54,0.1
kern-bach-wtc-wtc1-14,kern-bach-wtc-wtc1-14--wtc1p14,kern/bach-wtc,kern,ok,,1,1,0.0,440,13,0.0
kern-bach-wtc-wtc1-15,kern-bach-wtc-wtc1-15--wtc1f15,kern/bach-wtc,kern,ok,,3,3,0.0,1702,115,0.2
kern-bach-wtc-wtc1-15,kern-bach-wtc-wtc1-15--wtc1p15,kern/bach-wtc,kern,ok,,1,1,0.0,608,16,0.1
kern-bach-wtc-wtc1-16,kern-bach-wtc-wtc1-16--wtc1f16,kern/bach-wtc,kern,ok,,4,4,0.0,754,102,0.1
kern-bach-wtc-wtc1-16,kern-bach-wtc-wtc1-16--wtc1p16,kern/bach-wtc,kern,ok,,1,1,0.0,134,4,0.0
kern-bach-wtc-wtc1-17,kern-bach-wtc-wtc1-17--wtc1f17,kern/bach-wtc,kern,ok,,4,4,0.0,891,88,0.1
kern-bach-wtc-wtc1-17,kern-bach-wtc-wtc1-17--wtc1p17,kern/bach-wtc,kern,ok,,1,1,0.0,541,27,0.1
kern-bach-wtc-wtc1-18,kern-bach-wtc-wtc1-18--wtc1f18,kern/bach-wtc,kern,ok,,4,4,0.0,805,136,0.1
kern-bach-wtc-wtc1-18,kern-bach-wtc-wtc1-18--wtc1p18,kern/bach-wtc,kern,ok,,1,1,0.0,220,4,0.1
kern-bach-wtc-wtc1-19,kern-bach-wtc-wtc1-19--wtc1f19,kern/bach-wtc,kern,ok,,3,3,0.0,1182,102,0.2
kern-bach-wtc-wtc1-19,kern-bach-wtc-wtc1-19--wtc1p19,kern/bach-wtc,kern,ok,,1,1,0.0,210,18,0.0
kern-bach-wtc-wtc1-20,kern-bach-wtc-wtc1-20--wtc1f20,kern/bach-wtc,kern,ok,,4,4,0.0,2401,230,0.3
kern-bach-wtc-wtc1-20,kern-bach-wtc-wtc1-20--wtc1p20,kern/bach-wtc,kern,ok,,1,1,0.0,286,11,0.0
kern-bach-wtc-wtc1-21,kern-bach-wtc-wtc1-21--wtc1f21,kern/bach-wtc,kern,ok,,3,3,0.0,952,101,0.1
kern-bach-wtc-wtc1-21,kern-bach-wtc-wtc1-21--wtc1p21,kern/bach-wtc,kern,ok,,1,1,0.0,325,63,0.0
kern-bach-wtc-wtc1-22,kern-bach-wtc-wtc1-22--wtc1f22,kern/bach-wtc,kern,ok,,5,5,0.0,745,115,0.1
