query,work,composer,n_B,obs_occ,obs_works,pred_occ_lap,pred_occ_kn,pred_occ_hier,pred_works_lap,pred_works_kn,pred_works_hier,pred_works_df
142,musedata_beethoven-bhl-orch-sym7,beethoven_l,246,12,7,10.513479660694022,16.42023828388126,15.358530140177637,10.10667394406593,15.450423402828378,14.383540473135573,6.864836899195615
143,musedata_mozart-nma-conc-k467,mozart_wa,231,630,99,409.83315262550843,619.7800014836481,636.6118064406996,145.1188706111785,167.23159808657195,167.85691473488163,94.75603775499691
144,dcml-jc_bach_sonatas-op-17,bach_jc,303,0,0,0.953732427911133,0.8212915827260576,0.7758108864947962,0.9497021643512937,0.8158893885318468,0.7732670974019703,0.6701834511949334
145,musedata_beethoven-bhl-orch-sym7,beethoven_l,246,0,0,0.9767441434944739,0.0016539691555858488,0.0013723070311810032,0.9730988331175744,0.0016539551941899822,0.0013722928508964616,0.0019351503529830844
146,musedata_mozart-bhl-sym-k550,mozart_wa,231,256,48,184.66832235929306,282.04920940707456,276.75513805716156,92.74737519926424,115.08679649494856,123.77686817324665,47.32167013655785
147,musedata_beethoven-bhl-orch-sym7,beethoven_l,246,0,0,0.9767441434944739,1.8795460097191888e-05,1.3385334041174678e-05,0.9730988331175744,1.8795458155307365e-05,1.3385333254789522e-05,1.341011288015996e-05
148,osq-5108909,schubert_f,288,0,0,0.9900881386985868,0.4489215412969709,0.40936084059126593,0.9853763063176227,0.4473935212752834,0.40862249943727713,0.3639549312465811
149,kern-humdrum-haydn-quartets-op33n3,haydn_fj,216,5,1,4.851426521595117,5.216959590807302,5.055680314157755,4.631743462897459,4.933425829586348,4.91609817158451,0.8495651165300191
150,dcml-beethoven_piano_sonatas-op-27-1,beethoven_l,246,0,0,0.9767441434944739,4.391076304969094e-05,9.300274084780159e-05,0.9730988331175744,4.391075516230192e-05,9.300256542987828e-05,3.962499439712663e-05
151,kern-humdrum-haydn-quartets-op17n3,haydn_fj,216,0,0,1.0768521539959388,3.9459443722060105e-06,3.029064611328168e-06,1.0694009250832588,3.945944257011114e-06,3.029064557291683e-06,4.200853409303268e-06
152,dcml-jc_bach_sonatas-op-17,bach_jc,303,0,0,0.953732427911133,0.018590891221463665,0.022954359507400282,0.9497021643512937,0.01858867584771562,0.02295198973336543,0.01859600373994795
153,dcml-beethoven_piano_sonatas-op-22,beethoven_l,246,340,42,208.2758004839736,324.3559970687987,350.17066165820165,114.49695685902259,144.20650117680745,151.5004815002111,39.56960458441831
154,osl-5004732,schubert_f,288,0,0,0.9900881386985868,0.0004846839100322731,0.0005996987487840625,0.9853763063176227,0.00048468259136191794,0.0005996971367574488,0.0005345749307997886
155,kern-humdrum-haydn-quartets-op54n3,haydn_fj,216,0,0,1.0768521539959388,0.6026366913509845,0.658903324497555,1.0694009250832588,0.6002719479767232,0.6557436866280735,0.5560441128031203
156,dcml-kozeluh_sonatas-op-30-no-1,kozeluch_l,297,0,0,0.9526196175171355,0.000521954778877179,0.0008671086944579211,0.9485794353445447,0.000521953653692897,0.0008671043528717393,0.0006239998216637006
157,osq-5108909,schubert_f,288,22,11,15.225249977338738,23.62369853617171,24.57335320629238,14.392877773257885,21.66001565137368,22.226650077052188,10.470139692806168
158,musedata_mozart-bhl-sym-k551,mozart_wa,231,0,0,1.0755791371670043,1.5744916725385815e-07,2.700359726934925e-07,1.0674064883778756,1.5744916737059356e-07,2.7003597202757135e-07,2.241348198146377e-07
159,kern-humdrum-haydn-quartets-op20n6,haydn_fj,216,131,41,91.89167895596563,138.6576868899208,136.60663182674352,62.841430936962006,82.57676226449497,79.8200899724499,37.92966005748011
160,dcml-cpe_bach_keyboard-wq-50-3,bach_cpe,271,66,10,44.15513607734571,62.14800207505313,63.57847755324985,38.64770648228901,51.778833629205096,49.03154108515202,10.660299669747454
161,musedata_mozart-nma-sym-k19,mozart_wa,231,59528,167,35601.34197132676,52577.61338708412,55702.29706919788,230.59570907335143,230.8498645881244,230.58862760766542,161.5234164841737
162,musedata_beethoven-bhl-orch-sym1,beethoven_l,246,14,2,8.436446104899698,11.102314009785031,12.412061204538581,8.08409474365103,10.467365725044964,11.82733887304972,2.051075150566197
